perturbation,Log2 fold change,FDR P value,Cell type affected,Known regulation of macrophage differentiation or CD14,References,screened_by_surdziel
Hs.259036,0,1,,Not reviewed,,not screened
TXNDC8,0,1,,Not reviewed,,not screened
C20orf102,0,1,,Not reviewed,,not screened
PTK9L,0,1,,Not reviewed,,not screened
ACCN5,0,1,,Not reviewed,,not screened
OR51G2,0,1,,Not reviewed,,not screened
Hs.542855,0,1,,Not reviewed,,not screened
GZMB,0,1,,Not reviewed,,not screened
Hs.336643,0,1,,Not reviewed,,not screened
Hs.551940,0,1,,Not reviewed,,not screened
LOC644608,0,1,,Not reviewed,,not screened
LOC642047,0,1,,Not reviewed,,not screened
LOC644479,0,1,,Not reviewed,,not screened
BIRC4,0,1,,Not reviewed,,not screened
Hs.540870,0,1,,Not reviewed,,not screened
MMP8,0,1,,Not reviewed,,not screened
LRRC59,0,1,,Not reviewed,,not screened
Hs.559604,0,1,,Not reviewed,,not screened
LOC650832,0,1,,Not reviewed,,not screened
Hs.564590,0,1,,Not reviewed,,not screened
GCN5L2,0,1,,Not reviewed,,not screened
C12orf43,0,1,,Not reviewed,,not screened
MYB,0,1,,Not reviewed,,screened
BAT4,0,1,,Not reviewed,,not screened
KIAA1904,0,1,,Not reviewed,,not screened
IRF1,0,1,,Not reviewed,,not screened
Hs.576493,0,1,,Not reviewed,,not screened
Hs.563534,0,1,,Not reviewed,,not screened
Hs.540389,0,1,,Not reviewed,,not screened
APCDD1,0,1,,Not reviewed,,not screened
MYBL2,0,1,,Not reviewed,,screened
Hs.539214,0,1,,Not reviewed,,not screened
FLJ45121,0,1,,Not reviewed,,not screened
Hs.314324,0,1,,Not reviewed,,not screened
LOC643815,0,1,,Not reviewed,,not screened
MRPL19,0,1,,Not reviewed,,not screened
VCAM1,0,1,,Not reviewed,,not screened
PHOSPHO1,0,1,,Not reviewed,,not screened
SMG1,0,1,,Not reviewed,,not screened
Hs.542644,0,1,,Not reviewed,,not screened
Hs.570981,0,1,,Not reviewed,,not screened
NUDT12,0,1,,Not reviewed,,not screened
Hs.304650,0,1,,Not reviewed,,not screened
TREM1,0,1,,Not reviewed,,not screened
LOC653464,0,1,,Not reviewed,,not screened
Hs.539736,0,1,,Not reviewed,,not screened
SRXN1,0,1,,Not reviewed,,not screened
Hs.578498,0,1,,Not reviewed,,not screened
ANGPTL3,0,1,,Not reviewed,,not screened
LOC644826,0,1,,Not reviewed,,not screened
MGC33948,0,1,,Not reviewed,,not screened
Hs.570693,0,1,,Not reviewed,,not screened
LOC653890,0,1,,Not reviewed,,not screened
CXXC6,0,1,,Not reviewed,,not screened
MYL5,0,1,,Not reviewed,,not screened
Hs.50125,0,1,,Not reviewed,,not screened
LOC642684,0,1,,Not reviewed,,not screened
Hs.570139,0,1,,Not reviewed,,not screened
TRIM17,0,1,,Not reviewed,,not screened
MSI1,0,1,,Not reviewed,,not screened
Hs.131282,0,1,,Not reviewed,,not screened
LOC653715,0,1,,Not reviewed,,not screened
VSIG8,0,1,,Not reviewed,,not screened
SPIN-2,0,1,,Not reviewed,,not screened
Hs.97558,0,1,,Not reviewed,,not screened
Hs.539291,0,1,,Not reviewed,,not screened
TRAF3,0,1,,Not reviewed,,not screened
IRF3,0,1,,Not reviewed,,screened
IGF2BP1,0,1,,Not reviewed,,not screened
ANAPC1,0,1,,Not reviewed,,not screened
Hs.157271,0,1,,Not reviewed,,not screened
CDC42EP3,0,1,,Not reviewed,,not screened
Hs.581594,0,1,,Not reviewed,,not screened
Hs.583907,0,1,,Not reviewed,,not screened
NYD-SP11,0,1,,Not reviewed,,not screened
Hs.187993,0,1,,Not reviewed,,not screened
Hs.566881,0,1,,Not reviewed,,not screened
INSL6,0,1,,Not reviewed,,not screened
KL,0,1,,Not reviewed,,not screened
Hs.353127,0,1,,Not reviewed,,not screened
Hs.566710,0,1,,Not reviewed,,not screened
Hs.540260,0,1,,Not reviewed,,not screened
Hs.540142,0,1,,Not reviewed,,not screened
SERP1,0,1,,Not reviewed,,not screened
MGC33214,0,1,,Not reviewed,,not screened
PSPC1,0,1,,Not reviewed,,not screened
Hs.539555,0,1,,Not reviewed,,not screened
Hs.542937,0,1,,Not reviewed,,not screened
TNMD,0,1,,Not reviewed,,not screened
Hs.146962,0,1,,Not reviewed,,not screened
LOC646263,0,1,,Not reviewed,,not screened
Hs.577963,0,1,,Not reviewed,,not screened
Hs.559836,0,1,,Not reviewed,,not screened
Hs.557713,0,1,,Not reviewed,,not screened
RDH10,0,1,,Not reviewed,,not screened
CKLF,0,1,,Not reviewed,,not screened
LOC649509,0,1,,Not reviewed,,not screened
Hs.385677,0,1,,Not reviewed,,not screened
Hs.578347,0,1,,Not reviewed,,not screened
C16orf3,0,1,,Not reviewed,,not screened
ZNF364,0,1,,Not reviewed,,not screened
LOC646241,0,1,,Not reviewed,,not screened
Hs.551438,0,1,,Not reviewed,,not screened
Hs.541840,0,1,,Not reviewed,,not screened
OTUD3,0,1,,Not reviewed,,not screened
Hs.538305,0,1,,Not reviewed,,not screened
SYT15,0,1,,Not reviewed,,not screened
FAM99A,0,1,,Not reviewed,,not screened
LAMP3,0,1,,Not reviewed,,not screened
Hs.560933,0,1,,Not reviewed,,not screened
GSTT1,0,1,,Not reviewed,,not screened
Hs.582949,0,1,,Not reviewed,,not screened
Hs.537523,0,1,,Not reviewed,,not screened
RPP25,0,1,,Not reviewed,,not screened
Hs.162987,0,1,,Not reviewed,,not screened
LOC390975,0,1,,Not reviewed,,not screened
LOC642172,0,1,,Not reviewed,,not screened
CEECAM1,0,1,,Not reviewed,,not screened
Hs.579408,0,1,,Not reviewed,,not screened
Hs.364048,0,1,,Not reviewed,,not screened
Hs.578341,0,1,,Not reviewed,,not screened
Hs.571393,0,1,,Not reviewed,,not screened
Hs.577703,0,1,,Not reviewed,,not screened
SEC6L1,0,1,,Not reviewed,,not screened
LOC644423,0,1,,Not reviewed,,not screened
Hs.553147,0,1,,Not reviewed,,not screened
Hs.573953,0,1,,Not reviewed,,not screened
C19orf20,0,1,,Not reviewed,,not screened
LOC642916,0,1,,Not reviewed,,not screened
Hs.570922,0,1,,Not reviewed,,not screened
Hs.577295,0,1,,Not reviewed,,not screened
RASL11A,0,1,,Not reviewed,,not screened
RNF19,0,1,,Not reviewed,,not screened
TXNDC9,0,1,,Not reviewed,,not screened
Hs.545746,0,1,,Not reviewed,,not screened
ZNHIT2,0,1,,Not reviewed,,not screened
LOC644474,0,1,,Not reviewed,,not screened
Hs.564644,0,1,,Not reviewed,,not screened
MAP4K2,0,1,,Not reviewed,,not screened
DAP3,0,1,,Not reviewed,,not screened
IRAK1,0,1,,Not reviewed,,not screened
IL1R2,0,1,,Not reviewed,,not screened
MLC1SA,0,1,,Not reviewed,,not screened
CD3EAP,0,1,,Not reviewed,,not screened
Hs.292419,0,1,,Not reviewed,,not screened
Hs.543534,0,1,,Not reviewed,,not screened
Hs.127351,0,1,,Not reviewed,,not screened
Hs.484932,0,1,,Not reviewed,,not screened
Hs.539205,0,1,,Not reviewed,,not screened
LOC646470,0,1,,Not reviewed,,not screened
MRPL15,0,1,,Not reviewed,,not screened
CLPS,0,1,,Not reviewed,,not screened
GALNACT-2,0,1,,Not reviewed,,not screened
LOC644539,0,1,,Not reviewed,,not screened
Hs.581707,0,1,,Not reviewed,,not screened
MYNN,0,1,,Not reviewed,,not screened
Hs.354178,0,1,,Not reviewed,,not screened
DDX20,0,1,,Not reviewed,,not screened
LOC644041,0,1,,Not reviewed,,not screened
Hs.575303,0,1,,Not reviewed,,not screened
MS4A7,0,1,,Not reviewed,,not screened
LOC400759,0,1,,Not reviewed,,not screened
Hs.513786,0,1,,Not reviewed,,not screened
LOC651986,0,1,,Not reviewed,,not screened
SERTAD2,0,1,,Not reviewed,,not screened
CPA4,0,1,,Not reviewed,,not screened
Hs.565473,0,1,,Not reviewed,,not screened
Hs.571613,0,1,,Not reviewed,,not screened
CCL28,0,1,,Not reviewed,,not screened
LOC651058,0,1,,Not reviewed,,not screened
FYCO1,0,1,,Not reviewed,,not screened
Hs.539465,0,1,,Not reviewed,,not screened
RTP1,0,1,,Not reviewed,,not screened
Hs.118609,0,1,,Not reviewed,,not screened
Hs.125445,0,1,,Not reviewed,,not screened
TRIM44,0,1,,Not reviewed,,not screened
COL28,0,1,,Not reviewed,,not screened
LOC653703,0,1,,Not reviewed,,not screened
Hs.49768,0,1,,Not reviewed,,not screened
Hs.573794,0,1,,Not reviewed,,not screened
Hs.534755,0,1,,Not reviewed,,not screened
GTF3C1,0,1,,Not reviewed,,not screened
LOC643213,0,1,,Not reviewed,,not screened
Hs.334073,0,1,,Not reviewed,,not screened
Hs.538065,0,1,,Not reviewed,,not screened
FRS3,0,1,,Not reviewed,,not screened
Hs.42419,0,1,,Not reviewed,,not screened
Hs.564128,0,1,,Not reviewed,,not screened
Hs.373355,0,1,,Not reviewed,,not screened
Hs.292604,0,1,,Not reviewed,,not screened
Hs.544634,0,1,,Not reviewed,,not screened
Hs.46879,0,1,,Not reviewed,,not screened
CRYGS,0,1,,Not reviewed,,not screened
Hs.524416,0,1,,Not reviewed,,not screened
Hs.528223,0,1,,Not reviewed,,not screened
Hs.578061,0,1,,Not reviewed,,not screened
SCT,0,1,,Not reviewed,,not screened
Hs.150399,0,1,,Not reviewed,,not screened
DKFZP564B147,0,1,,Not reviewed,,not screened
GLDC,0,1,,Not reviewed,,not screened
Hs.195725,0,1,,Not reviewed,,not screened
KLK10,0,1,,Not reviewed,,not screened
MGC40574,0,1,,Not reviewed,,not screened
Hs.401420,0,1,,Not reviewed,,not screened
Hs.560963,0,1,,Not reviewed,,not screened
Hs.134611,0,1,,Not reviewed,,not screened
LOC92689,0,1,,Not reviewed,,not screened
Hs.545086,0,1,,Not reviewed,,not screened
LPP,0,1,,Not reviewed,,not screened
Hs.311049,0,1,,Not reviewed,,not screened
Hs.541304,0,1,,Not reviewed,,not screened
KIAA0895,0,1,,Not reviewed,,not screened
LOC648440,0,1,,Not reviewed,,not screened
Hs.566965,0,1,,Not reviewed,,not screened
Hs.543799,0,1,,Not reviewed,,not screened
Hs.518987,0,1,,Not reviewed,,not screened
LOC285733,0,1,,Not reviewed,,not screened
Hs.539668,0,1,,Not reviewed,,not screened
LOC653764,0,1,,Not reviewed,,not screened
C6orf75,0,1,,Not reviewed,,not screened
GUF1,0,1,,Not reviewed,,not screened
RGS8,0,1,,Not reviewed,,not screened
DPRXP4,0,1,,Not reviewed,,not screened
LOC643109,0,1,,Not reviewed,,not screened
PBOV1,0,1,,Not reviewed,,not screened
OR51S1,0,1,,Not reviewed,,not screened
LOC647707,0,1,,Not reviewed,,not screened
STXBP3,0,1,,Not reviewed,,not screened
Hs.439805,0,1,,Not reviewed,,not screened
Hs.422468,0,1,,Not reviewed,,not screened
Hs.557616,0,1,,Not reviewed,,not screened
Hs.544453,0,1,,Not reviewed,,not screened
LACTB2,0,1,,Not reviewed,,not screened
KIAA0174,0,1,,Not reviewed,,not screened
CC2D1A,0,1,,Not reviewed,,not screened
TUBA6,0,1,,Not reviewed,,not screened
Hs.281931,0,1,,Not reviewed,,not screened
Hs.540284,0,1,,Not reviewed,,not screened
YIPF3,0,1,,Not reviewed,,not screened
LOC644710,0,1,,Not reviewed,,not screened
Hs.576257,0,1,,Not reviewed,,not screened
LOC642984,0,1,,Not reviewed,,not screened
LOC642816,0,1,,Not reviewed,,not screened
SLC45A1,0,1,,Not reviewed,,not screened
LOC649246,0,1,,Not reviewed,,not screened
Hs.566332,0,1,,Not reviewed,,not screened
Hs.566573,0,1,,Not reviewed,,not screened
OR10J1,0,1,,Not reviewed,,not screened
LOC441239,0,1,,Not reviewed,,not screened
FTHL7,0,1,,Not reviewed,,not screened
DNAJC3,0,1,,Not reviewed,,not screened
Hs.130376,0,1,,Not reviewed,,not screened
PTS,0,1,,Not reviewed,,not screened
Hs.583365,0,1,,Not reviewed,,not screened
FLJ44186,0,1,,Not reviewed,,not screened
NUMBL,0,1,,Not reviewed,,not screened
LOC643313,0,1,,Not reviewed,,not screened
MKLN1,0,1,,Not reviewed,,not screened
NRTN,0,1,,Not reviewed,,not screened
Hs.438023,0,1,,Not reviewed,,not screened
AGTRL1,0,1,,Not reviewed,,not screened
Hs.550118,0,1,,Not reviewed,,not screened
LOC648147,0,1,,Not reviewed,,not screened
RCE1,0,1,,Not reviewed,,not screened
AQR,0,1,,Not reviewed,,not screened
EPHB2,0,1,,Not reviewed,,not screened
Hs.581828,0,1,,Not reviewed,,not screened
Hs.545065,0,1,,Not reviewed,,not screened
Hs.528228,0,1,,Not reviewed,,not screened
LOC440059,0,1,,Not reviewed,,not screened
ACY1,0,1,,Not reviewed,,not screened
Hs.145326,0,1,,Not reviewed,,not screened
LOC649557,0,1,,Not reviewed,,not screened
Hs.545394,0,1,,Not reviewed,,not screened
TBK1,0,1,,Not reviewed,,not screened
Hs.133419,0,1,,Not reviewed,,not screened
LOC653192,0,1,,Not reviewed,,not screened
LOC643436,0,1,,Not reviewed,,not screened
DLNB14,0,1,,Not reviewed,,not screened
Hs.391802,0,1,,Not reviewed,,not screened
LOC647181,0,1,,Not reviewed,,not screened
AGXT2,0,1,,Not reviewed,,not screened
Hs.123354,0,1,,Not reviewed,,not screened
Hs.566139,0,1,,Not reviewed,,not screened
Hs.436448,0,1,,Not reviewed,,not screened
Hs.564288,0,1,,Not reviewed,,not screened
Hs.563607,0,1,,Not reviewed,,not screened
A1BG,0,1,,Not reviewed,,not screened
SGNE1,0,1,,Not reviewed,,not screened
Hs.568709,0,1,,Not reviewed,,not screened
TRIM56,0,1,,Not reviewed,,not screened
IFNA14,0,1,,Not reviewed,,not screened
Hs.180197,0,1,,Not reviewed,,not screened
Hs.543919,0,1,,Not reviewed,,not screened
LRRIQ1,0,1,,Not reviewed,,not screened
OR1J2,0,1,,Not reviewed,,not screened
Hs.23606,0,1,,Not reviewed,,not screened
IL28B,0,1,,Not reviewed,,not screened
FREM1,0,1,,Not reviewed,,not screened
Hs.543205,0,1,,Not reviewed,,not screened
FN3K,0,1,,Not reviewed,,not screened
Hs.48903,0,1,,Not reviewed,,not screened
Hs.573257,0,1,,Not reviewed,,not screened
G6PC2,0,1,,Not reviewed,,not screened
LOC391429,0,1,,Not reviewed,,not screened
PTDSR,0,1,,Not reviewed,,not screened
KBTBD2,0,1,,Not reviewed,,not screened
LOC653326,0,1,,Not reviewed,,not screened
Hs.544342,0,1,,Not reviewed,,not screened
Hs.572312,0,1,,Not reviewed,,not screened
LOC647924,0,1,,Not reviewed,,not screened
Hs.545469,0,1,,Not reviewed,,not screened
LOC401565,0,1,,Not reviewed,,not screened
FLJ90586,0,1,,Not reviewed,,not screened
Hs.138521,0,1,,Not reviewed,,not screened
Hs.91389,0,1,,Not reviewed,,not screened
LOC647141,0,1,,Not reviewed,,not screened
C20orf18,0,1,,Not reviewed,,not screened
FRAT2,0,1,,Not reviewed,,not screened
SH3PX3,0,1,,Not reviewed,,not screened
Hs.573098,0,1,,Not reviewed,,not screened
PSG1,0,1,,Not reviewed,,not screened
Hs.537983,0,1,,Not reviewed,,not screened
Hs.568949,0,1,,Not reviewed,,not screened
PPAPDC1A,0,1,,Not reviewed,,not screened
LOC653272,0,1,,Not reviewed,,not screened
DNAJA1,0,1,,Not reviewed,,not screened
Hs.553067,0,1,,Not reviewed,,not screened
TESSP2,0,1,,Not reviewed,,not screened
Hs.541832,0,1,,Not reviewed,,not screened
HERC6,0,1,,Not reviewed,,screened
Hs.564162,0,1,,Not reviewed,,not screened
FUNDC1,0,1,,Not reviewed,,not screened
Hs.581525,0,1,,Not reviewed,,not screened
Hs.560123,0,1,,Not reviewed,,not screened
LOC644378,0,1,,Not reviewed,,not screened
PINK1,0,1,,Not reviewed,,not screened
ILF2,0,1,,Not reviewed,,not screened
Hs.147198,0,1,,Not reviewed,,not screened
OSTN,0,1,,Not reviewed,,not screened
LOC643792,0,1,,Not reviewed,,not screened
KRTAP9-3,0,1,,Not reviewed,,not screened
EMID1,0,1,,Not reviewed,,not screened
Hs.574872,0,1,,Not reviewed,,not screened
Hs.147590,0,1,,Not reviewed,,not screened
Hs.570268,0,1,,Not reviewed,,not screened
OR1J4,0,1,,Not reviewed,,not screened
LOC649356,0,1,,Not reviewed,,not screened
CDC73,0,1,,Not reviewed,,not screened
Hs.430824,0,1,,Not reviewed,,not screened
TSPYL6,0,1,,Not reviewed,,not screened
Hs.326357,0,1,,Not reviewed,,not screened
Hs.128018,0,1,,Not reviewed,,not screened
C1orf65,0,1,,Not reviewed,,not screened
Hs.556255,0,1,,Not reviewed,,not screened
MYEF2,0,1,,Not reviewed,,not screened
Hs.560510,0,1,,Not reviewed,,not screened
Hs.385479,0,1,,Not reviewed,,not screened
Hs.552307,0,1,,Not reviewed,,not screened
IL1A,0,1,,Not reviewed,,not screened
KIAA1958,0,1,,Not reviewed,,not screened
Hs.116199,0,1,,Not reviewed,,not screened
ALS2CR13,0,1,,Not reviewed,,not screened
LOC441436,0,1,,Not reviewed,,not screened
Hs.569905,0,1,,Not reviewed,,not screened
C8orf53,0,1,,Not reviewed,,not screened
Hs.584303,0,1,,Not reviewed,,not screened
LOC344382,0,1,,Not reviewed,,not screened
ALS2CR19,0,1,,Not reviewed,,not screened
RHBDD1,0,1,,Not reviewed,,not screened
Magmas,0,1,,Not reviewed,,not screened
LOC643079,0,1,,Not reviewed,,not screened
LOC649987,0,1,,Not reviewed,,not screened
Hs.539415,0,1,,Not reviewed,,not screened
Hs.582948,0,1,,Not reviewed,,not screened
Hs.59908,0,1,,Not reviewed,,not screened
LOC644715,0,1,,Not reviewed,,not screened
Hs.379955,0,1,,Not reviewed,,not screened
LOC646400,0,1,,Not reviewed,,not screened
Hs.368354,0,1,,Not reviewed,,not screened
LOC648933,0,1,,Not reviewed,,not screened
Hs.150747,0,1,,Not reviewed,,not screened
GABRA5,0,1,,Not reviewed,,not screened
LOC650946,0,1,,Not reviewed,,not screened
LOC648223,0,1,,Not reviewed,,not screened
ZNF679,0,1,,Not reviewed,,not screened
Hs.562481,0,1,,Not reviewed,,not screened
PRSS27,0,1,,Not reviewed,,not screened
MELK,0,1,,Not reviewed,,not screened
Hs.340945,0,1,,Not reviewed,,not screened
FCAMR,0,1,,Not reviewed,,not screened
Hs.574928,0,1,,Not reviewed,,not screened
RERG,0,1,,Not reviewed,,not screened
FLJ41821,0,1,,Not reviewed,,not screened
CCL3,0,1,,Not reviewed,,not screened
Hs.156973,0,1,,Not reviewed,,not screened
Hs.544324,0,1,,Not reviewed,,not screened
ELF3,0,1,,Not reviewed,,not screened
LOC650495,0,1,,Not reviewed,,not screened
Hs.574997,0,1,,Not reviewed,,not screened
RAD17,0,1,,Not reviewed,,not screened
EZH1,0,1,,Not reviewed,,screened
Hs.571196,0,1,,Not reviewed,,not screened
Hs.549982,0,1,,Not reviewed,,not screened
LOC644284,0,1,,Not reviewed,,not screened
NS4ATP2,0,1,,Not reviewed,,not screened
TARSL2,0,1,,Not reviewed,,not screened
LOC644880,0,1,,Not reviewed,,not screened
Hs.565107,0,1,,Not reviewed,,not screened
Hs.558271,0,1,,Not reviewed,,not screened
Hs.545186,0,1,,Not reviewed,,not screened
SRGAP3,0,1,,Not reviewed,,not screened
GFM2,0,1,,Not reviewed,,not screened
Hs.543028,0,1,,Not reviewed,,not screened
OR5J2,0,1,,Not reviewed,,not screened
Hs.566034,0,1,,Not reviewed,,not screened
Hs.512364,0,1,,Not reviewed,,not screened
FLJ34870,0,1,,Not reviewed,,not screened
KIF1C,0,1,,Not reviewed,,not screened
FLJ11286,0,1,,Not reviewed,,not screened
LOC388574,0,1,,Not reviewed,,not screened
RPS6KL1,0,1,,Not reviewed,,not screened
DPH2,0,1,,Not reviewed,,not screened
LOC645397,0,1,,Not reviewed,,not screened
Hs.560741,0,1,,Not reviewed,,not screened
CCDC69,0,1,,Not reviewed,,not screened
LOC649095,0,1,,Not reviewed,,not screened
MNDA,0,1,,Not reviewed,,not screened
CHES1,0,1,,Not reviewed,,not screened
Hs.98466,0,1,,Not reviewed,,not screened
FOXD2,0,1,,Not reviewed,,not screened
Hs.245738,0,1,,Not reviewed,,not screened
Hs.581372,0,1,,Not reviewed,,not screened
Hs.440518,0,1,,Not reviewed,,not screened
Hs.143937,0,1,,Not reviewed,,not screened
LOC646855,0,1,,Not reviewed,,not screened
TNFRSF1B,0,1,,Not reviewed,,not screened
FAM63B,0,1,,Not reviewed,,not screened
SPRYD3,0,1,,Not reviewed,,not screened
HRK,0,1,,Not reviewed,,not screened
MAML3,0,1,,Not reviewed,,not screened
RPS4X,0,1,,Not reviewed,,not screened
Hs.561738,0,1,,Not reviewed,,not screened
DNAJC4,0,1,,Not reviewed,,not screened
Hs.551847,0,1,,Not reviewed,,not screened
EIF5A2,0,1,,Not reviewed,,not screened
Hs.157803,0,1,,Not reviewed,,not screened
Hs.326560,0,1,,Not reviewed,,not screened
EDN2,0,1,,Not reviewed,,not screened
LOC650823,0,1,,Not reviewed,,not screened
Hs.530785,0,1,,Not reviewed,,not screened
PDK4,0,1,,Not reviewed,,not screened
Hs.542675,0,1,,Not reviewed,,not screened
Hs.569147,0,1,,Not reviewed,,not screened
CSHL1,0,1,,Not reviewed,,not screened
Hs.363322,0,1,,Not reviewed,,not screened
Hs.561226,0,1,,Not reviewed,,not screened
TPBG,0,1,,Not reviewed,,not screened
Hs.541927,0,1,,Not reviewed,,not screened
Hs.544834,0,1,,Not reviewed,,not screened
Hs.554295,0,1,,Not reviewed,,not screened
Hs.441062,0,1,,Not reviewed,,not screened
Hs.565926,0,1,,Not reviewed,,not screened
LOC150356,0,1,,Not reviewed,,not screened
RNF182,0,1,,Not reviewed,,not screened
RRM2,0,1,,Not reviewed,,not screened
SSU72,0,1,,Not reviewed,,not screened
OSMR,0,1,,Not reviewed,,not screened
SMCR7,0,1,,Not reviewed,,not screened
Hs.475308,0,1,,Not reviewed,,not screened
Hs.508373,0,1,,Not reviewed,,not screened
SPINT2,0,1,,Not reviewed,,not screened
IER3,0,1,,Not reviewed,,not screened
LOC642443,0,1,,Not reviewed,,not screened
Hs.541855,0,1,,Not reviewed,,not screened
KRTAP22-1,0,1,,Not reviewed,,not screened
Hs.569061,0,1,,Not reviewed,,not screened
C19orf6,0,1,,Not reviewed,,not screened
GTF2H5,0,1,,Not reviewed,,not screened
PDHX,0,1,,Not reviewed,,not screened
DDX54,0,1,,Not reviewed,,not screened
C8orf76,0,1,,Not reviewed,,not screened
Hs.128064,0,1,,Not reviewed,,not screened
BEX1,0,1,,Not reviewed,,not screened
Hs.125589,0,1,,Not reviewed,,not screened
ANXA7,0,1,,Not reviewed,,not screened
LOC652421,0,1,,Not reviewed,,not screened
Hs.370387,0,1,,Not reviewed,,not screened
FLJ11017,0,1,,Not reviewed,,not screened
LOC650308,0,1,,Not reviewed,,not screened
Hs.581811,0,1,,Not reviewed,,not screened
INSL3,0,1,,Not reviewed,,not screened
LOC644063,0,1,,Not reviewed,,not screened
CCDC70,0,1,,Not reviewed,,not screened
RAB3B,0,1,,Not reviewed,,not screened
Hs.171319,0,1,,Not reviewed,,not screened
Hs.583442,0,1,,Not reviewed,,not screened
Hs.324216,0,1,,Not reviewed,,not screened
Hs.371845,0,1,,Not reviewed,,not screened
ENDOG,0,1,,Not reviewed,,not screened
SLC12A7,0,1,,Not reviewed,,not screened
UFC1,0,1,,Not reviewed,,not screened
LOC196913,0,1,,Not reviewed,,not screened
PTPRN,0,1,,Not reviewed,,not screened
ARL6IP6,0,1,,Not reviewed,,not screened
Hs.543541,0,1,,Not reviewed,,not screened
Hs.570355,0,1,,Not reviewed,,not screened
LOC651180,0,1,,Not reviewed,,not screened
SPANX-N2,0,1,,Not reviewed,,not screened
IGSF8,0,1,,Not reviewed,,not screened
Hs.146008,0,1,,Not reviewed,,not screened
LOC653655,0,1,,Not reviewed,,not screened
PLXNA2,0,1,,Not reviewed,,not screened
Hs.477212,0,1,,Not reviewed,,not screened
Hs.525976,0,1,,Not reviewed,,not screened
Hs.544392,0,1,,Not reviewed,,not screened
Hs.570788,0,1,,Not reviewed,,not screened
